"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A","V450-A","V500-A","Time"
103570.843750,45353.000000,149661.968750,66958.500000,27601.000000,158986.718750,76.380005,4056.500244,1268.820068,1.318304
130907.718750,62152.000000,138035.281250,146461.500000,55795.000000,172031.562500,134.000000,4031.230225,1094.590088,1.320451
82865.320312,46737.000000,116196.195312,90600.000000,36801.000000,161342.406250,100.500000,2358.090088,670.320007,1.320451
158655.843750,49896.000000,208386.828125,84855.000000,19288.000000,262143.000000,219.760010,3791.830078,1121.190063,1.320451
71034.125000,39307.000000,118434.195312,59779.500000,25934.000000,151064.609375,96.480003,3477.950195,881.790039,1.320451
138311.875000,58789.000000,154185.437500,109177.500000,29638.000000,241414.968750,320.260010,6184.500000,1569.400024,1.320451
99100.562500,40033.000000,162232.531250,64543.500000,27885.000000,151691.687500,481.059998,3059.000000,851.200012,1.322598
112559.242188,52513.000000,140473.468750,136777.500000,60965.000000,147032.734375,44.220001,11396.770508,2859.500000,1.322598
97596.359375,45242.000000,141374.718750,38137.500000,17787.000000,140517.187500,61.640003,2163.910156,563.920044,1.322598
93747.078125,49696.000000,123627.835938,120226.500000,43808.000000,179856.734375,112.560005,3626.910156,1234.239990,1.322598
84583.882812,44223.000000,125348.562500,72853.500000,29671.000000,160915.609375,134.000000,2282.280029,532.000000,1.322598
99434.523438,52695.000000,123665.257812,38088.000000,18037.000000,138389.703125,81.740005,1260.840088,449.540009,1.322598
120562.320312,57935.000000,136379.937500,34092.000000,15952.000000,140061.015625,46.900002,2867.479980,704.900024,1.322598
125938.804688,70265.000000,117462.820312,132202.500000,58202.000000,148861.265625,19214.259766,1594.670044,654.360046,1.322598
115013.804688,53862.000000,139941.796875,129217.500000,41178.000000,205653.468750,107.200005,3170.720215,776.720032,1.322598
65770.804688,37886.000000,113771.726562,55131.000000,24737.000000,146059.140625,131.320007,1734.320068,478.800018,1.322598
74930.320312,41819.000000,117425.890625,73921.500000,31316.000000,154697.890625,129.979996,1522.850098,485.450012,1.324745
116018.445312,49061.000000,154978.187500,95650.500000,34216.000000,183205.281250,144.720001,2178.540039,622.440002,1.324745
83350.164062,42957.000000,127160.562500,36426.000000,16647.000000,143402.078125,104.520004,1995.000122,566.580017,1.324745
91355.078125,47694.000000,125530.398438,50404.500000,21470.000000,153856.984375,76.380005,3310.370117,873.810059,1.324745
80914.921875,48370.000000,109630.765625,42102.000000,18343.000000,150422.328125,125.960007,2351.440186,680.960022,1.324745
89558.320312,51953.000000,112973.156250,129936.000000,58531.000000,145486.781250,146.059998,2412.620117,563.920044,1.324745
204147.078125,59838.000000,223586.734375,215613.000000,39919.000000,262143.000000,495.800018,5758.900391,1332.660034,1.324745
67637.484375,35059.000000,126435.156250,61467.000000,27424.000000,146889.625000,95.139999,1949.780029,585.200012,1.324745
99997.562500,51851.000000,126389.851562,54973.500000,21661.000000,166323.968750,140.699997,1384.530029,313.880005,1.324745
93176.679688,45488.000000,134242.593750,74743.500000,31070.000000,157656.578125,168.840012,2323.510010,594.510010,1.326892
141703.921875,75467.000000,123056.539062,83748.000000,35039.000000,156640.015625,159.460007,3793.160156,1074.640015,1.326892
170817.328125,60591.000000,184758.218750,132096.000000,36789.000000,235316.078125,284.080017,5778.850098,1506.890015,1.326892
75839.281250,40439.000000,122906.187500,45999.000000,20392.000000,147832.031250,176.880005,1627.920044,513.380005,1.326892
68284.242188,38517.000000,116184.445312,31383.000000,16430.000000,125180.539062,60.300003,1308.720093,283.290009,1.326892
53084.000000,31900.000000,109056.835938,50037.000000,22005.000000,149021.812500,67.000000,1578.710083,557.270020,1.326892
103529.445312,50284.000000,134931.718750,81468.000000,36936.000000,144549.671875,131.320007,1909.880005,583.869995,1.326892
