"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A","V450-A","V500-A","Time"
22032.160156,20526.000000,70344.914062,2460.000000,2315.000000,69640.843750,-24.120001,144.970001,13.300000,1.043844
6449.200195,5471.000000,77253.671875,29763.000000,23056.000000,84600.453125,9.380000,113.050003,87.780006,1.045944
75986.484375,40489.000000,122992.664062,46999.500000,19263.000000,159900.296875,108.540001,3508.540039,1452.360107,1.045944
72737.039062,41831.000000,113956.023438,49104.000000,25106.000000,128179.703125,127.300003,3185.350098,961.590027,1.045944
128953.640625,64319.000000,131393.609375,67248.000000,33087.000000,133199.296875,424.779999,3177.370117,2263.660156,1.045944
72424.242188,45988.000000,103209.429688,18061.500000,12018.000000,98492.132812,42.880001,1053.359985,387.029999,1.045944
89918.039062,52168.000000,112959.445312,33442.500000,15247.000000,143745.515625,57.620003,2310.209961,708.890015,1.045944
43974.160156,32983.000000,87375.031250,17142.000000,11859.000000,94731.265625,41.540001,1893.920044,969.570007,1.045944
94137.164062,57979.000000,106407.031250,62569.500000,30579.000000,134097.093750,4596.200195,1884.610107,762.090027,1.045944
127293.039062,68488.000000,121806.406250,102558.000000,37228.000000,180542.640625,60786.421875,2390.010010,1185.030029,1.045944
73197.960938,42707.000000,112325.882812,71251.500000,31611.000000,147718.796875,36.180000,3105.550049,1121.190063,1.045944
65897.757812,36669.000000,117774.570312,83829.000000,32800.000000,167494.437500,93.800003,3547.110107,1058.680054,1.048044
80351.882812,47606.000000,110615.062500,43747.500000,22090.000000,129788.875000,-20.100000,3434.060059,972.230042,1.048044
12708.879883,8202.000000,101547.078125,3190.500000,1798.000000,116291.765625,335.000000,376.390015,65.170006,1.048044
106365.804688,55141.000000,126417.539062,65734.500000,25640.000000,168017.796875,103.180000,5623.240234,2271.640137,1.050144
90337.562500,49968.000000,118483.078125,29877.000000,15778.000000,124098.062500,71.020004,2967.229980,1310.050049,1.050144
185649.562500,52572.000000,231429.843750,127032.000000,27875.000000,262143.000000,201.000000,5281.430176,1574.720093,1.050144
99818.164062,50353.000000,129916.460938,70174.500000,30224.000000,152162.390625,85.760002,2679.950195,1151.780029,1.050144
121676.445312,58485.000000,136345.859375,106068.000000,35828.000000,194017.890625,206.360001,3694.740234,1609.300049,1.050144
60653.761719,36250.000000,109655.304688,39762.000000,19991.000000,130350.781250,104.520004,3152.100098,1489.600098,1.050144
7199.000000,7170.000000,65801.070312,648.000000,595.000000,71373.664062,-12.060000,37.240002,-2.660000,1.050144
88657.640625,41579.000000,139740.437500,32068.500000,16087.000000,130642.210938,85.760002,1734.320068,982.870056,1.050144
82363.921875,47530.000000,113566.210938,78094.500000,29257.000000,174932.546875,138.020004,3423.420166,1276.800049,1.052245
78462.203125,42590.000000,120734.890625,33427.500000,15535.000000,141017.359375,101.840004,1681.119995,748.790039,1.052245
122598.281250,68603.000000,117117.351562,38695.500000,16176.000000,156772.281250,75.040001,2656.010010,1161.090088,1.052245
119120.679688,57536.000000,135683.625000,74583.000000,24074.000000,203035.296875,440.860016,7461.300293,7130.130371,1.052245
71756.320312,38258.000000,122918.664062,35302.500000,17744.000000,130386.867188,84.420006,2239.719971,946.960022,1.052245
88270.320312,46584.000000,124181.781250,43959.000000,22691.000000,126962.101562,33.500000,3475.290039,2338.140137,1.052245
7224.760254,7177.000000,65972.117188,318.000000,375.000000,55574.531250,-5.360000,171.570007,21.280001,1.052245
47783.882812,26837.000000,116688.320312,44869.500000,23373.000000,125810.445312,88.440002,1778.210083,529.340027,1.052245
149490.796875,42201.000000,232151.578125,93378.000000,22615.000000,262143.000000,168.840012,4396.979980,1352.609985,1.054345
63612.480469,33977.000000,122697.937500,42601.500000,19398.000000,143928.859375,22.780001,2479.120117,1482.950073,1.054345
94582.445312,51438.000000,120505.375000,31230.000000,15883.000000,128860.367188,97.820000,1424.430054,521.360046,1.054345
76356.320312,43795.000000,114261.632812,47358.000000,21528.000000,144168.250000,72.360001,3241.210205,1766.240112,1.054345
137499.515625,49044.000000,183736.421875,84115.500000,25665.000000,214790.312500,155.440002,2941.960205,965.580017,1.054345
65311.722656,40948.000000,104529.382812,40506.000000,19468.000000,136357.156250,30.820002,1822.100098,819.280029,1.054345
138186.765625,66024.000000,137165.406250,57987.000000,25426.000000,149462.609375,95.139999,2577.540039,760.760010,1.054345
64880.242188,40416.000000,105205.648438,50721.000000,23647.000000,140569.703125,56.280003,2455.180176,831.250000,1.054345
75557.757812,39246.000000,126172.171875,42646.500000,17754.000000,157422.609375,150.080002,2335.479980,828.590027,1.054345
86894.000000,47639.000000,119538.304688,28494.000000,14601.000000,127894.171875,112.560005,2456.510010,1075.970093,1.054345
85193.843750,46147.000000,120988.664062,69000.000000,30274.000000,149368.562500,131.320007,3241.210205,940.310059,1.054345
100104.281250,51393.000000,127652.289062,101053.500000,35249.000000,187881.718750,146.059998,4964.890137,2242.380127,1.056445
118604.562500,62845.000000,123683.171875,44524.500000,19260.000000,151503.500000,117.920006,2363.410156,1034.739990,1.056445
67406.562500,36944.000000,119574.398438,50112.000000,25823.000000,127178.875000,75.040001,1388.520020,383.040009,1.056445
